"[[0.0, 0.0], [14.0, 0.0], [7.0, 7.0]]","[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0]]","[[7.0, -2.333333333333333], [21.0, 11.666666666666668], [14.0, 18.666666666666668], [0.0, 18.666666666666668], [-7.0, 11.666666666666668], [-7.0, -2.333333333333333]]"

"[[0.0, 0.0], [14.0, 0.0], [7.0, 7.0]]","[[0.0, 0.0], [10.0, 0.0], [10.0, 10.0], [0.0, 14.0]]","[[7.0, -2.333333333333333], [7.0, 11.666666666666668], [0.0, 18.666666666666668], [-10.0, 18.666666666666668], [-17.0, 11.666666666666668], [-17.0, 1.666666666666667], [-7.0, -2.333333333333333]]"

"[[0.0, 0.0], [14.0, 0.0], [7.0, 7.0]]","[[0.0, 8.0], [4.0, 0.0], [8.0, 8.0]]","[[-1.0, -2.333333333333333], [7.0, -2.333333333333333], [3.0, 5.666666666666667], [-4.0, 12.666666666666668], [-11.0, 5.666666666666667], [-15.0, -2.333333333333333], [-7.0, -2.333333333333333]]"

"[[0.0, 0.0], [14.0, 0.0], [7.0, 7.0]]","[[0.0, 0.0], [14.0, 0.0], [7.0, 12.0]]","[[7.0, -2.333333333333333], [14.0, 9.666666666666668], [7.0, 16.666666666666668], [-7.0, 16.666666666666668], [-14.0, 9.666666666666668], [-7.0, -2.333333333333333]]"

"[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[0.0, 0.0], [10.0, 0.0], [10.0, 10.0], [0.0, 10.0]]","[[5.333333333333333, -6.0], [19.333333333333332, 3.0], [19.333333333333332, 13.0], [9.333333333333332, 13.0], [5.333333333333333, 13.0], [-4.666666666666667, 13.0], [-4.666666666666667, 4.0], [-4.666666666666667, 3.0], [-4.666666666666667, -6.0]]"

"[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[0.0, 0.0], [14.0, 0.0], [14.0, 9.0], [0.0, 9.0]]","[[9.333333333333332, -6.0], [23.333333333333332, 3.0], [23.333333333333332, 12.0], [9.333333333333332, 12.0], [-4.666666666666667, 12.0], [-4.666666666666667, 3.0], [-4.666666666666667, -6.0]]"

"[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[0.0, 0.0], [14.0, 0.0], [7.0, 7.0]]","[[9.333333333333332, 3.0], [16.333333333333332, 10.0], [2.333333333333333, 10.0], [-11.666666666666668, 10.0], [-11.666666666666668, 1.0], [-4.666666666666667, -6.0]]"

"[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[9.333333333333332, 3.0], [9.333333333333332, 12.0], [-4.666666666666667, 12.0], [-18.666666666666668, 3.0], [-18.666666666666668, -6.0], [-4.666666666666667, -6.0]]"

"[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[9.333333333333332, -6.0], [23.333333333333332, 3.0], [23.333333333333332, 17.0], [9.333333333333332, 17.0], [-4.666666666666667, 17.0], [-4.666666666666667, 8.0], [-4.666666666666667, 3.0], [-4.666666666666667, -6.0]]"

"[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[5.333333333333333, -6.0], [19.333333333333332, 3.0], [19.333333333333332, 12.0], [5.333333333333333, 12.0], [-4.666666666666667, 8.0], [-4.666666666666667, 3.0], [-4.666666666666667, -1.0], [-4.666666666666667, -6.0]]"

"[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[0.0, 0.0], [5.0, 0.0], [5.0, 9.0], [0.0, 9.0]]","[[0.33333333333333304, -6.0], [14.333333333333332, 3.0], [14.333333333333332, 12.0], [9.333333333333332, 12.0], [0.33333333333333304, 12.0], [-4.666666666666667, 12.0], [-4.666666666666667, 3.0], [-4.666666666666667, -6.0]]"

"[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0]]","[[9.333333333333332, 3.0], [23.333333333333332, 17.0], [9.333333333333332, 17.0], [-4.666666666666667, 17.0], [-4.666666666666667, 8.0], [-4.666666666666667, 3.0], [-4.666666666666667, -6.0]]"

"[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[0.0, 0.0], [10.0, 0.0], [10.0, 10.0], [0.0, 14.0]]","[[9.333333333333332, 3.0], [9.333333333333332, 17.0], [-0.666666666666667, 17.0], [-4.666666666666667, 17.0], [-14.666666666666668, 17.0], [-14.666666666666668, 8.0], [-14.666666666666668, 7.0], [-14.666666666666668, -2.0], [-4.666666666666667, -6.0]]"

"[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[0.0, 8.0], [4.0, 0.0], [8.0, 8.0]]","[[9.333333333333332, 3.0], [5.333333333333333, 11.0], [-8.666666666666668, 11.0], [-12.666666666666668, 3.0], [-12.666666666666668, -6.0], [-4.666666666666667, -6.0]]"

"[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[0.0, 0.0], [14.0, 0.0], [7.0, 12.0]]","[[9.333333333333332, 3.0], [16.333333333333332, 15.0], [2.333333333333333, 15.0], [-11.666666666666668, 15.0], [-11.666666666666668, 6.0], [-4.666666666666667, -6.0]]"

"[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[0.0, 0.0], [10.0, 0.0], [10.0, 10.0], [0.0, 10.0]]","[[3.0, -7.0], [7.0, -7.0], [17.0, -7.0], [17.0, 3.0], [17.0, 7.0], [17.0, 17.0], [7.0, 17.0], [3.0, 17.0], [-7.0, 17.0], [-7.0, 7.0], [-7.0, 3.0], [-7.0, -7.0]]"

"[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[0.0, 0.0], [14.0, 0.0], [14.0, 9.0], [0.0, 9.0]]","[[7.0, -7.0], [21.0, -7.0], [21.0, 2.0], [21.0, 7.0], [21.0, 16.0], [7.0, 16.0], [-7.0, 16.0], [-7.0, 7.0], [-7.0, 2.0], [-7.0, -7.0]]"

"[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[0.0, 0.0], [14.0, 0.0], [7.0, 7.0]]","[[7.0, -7.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0], [-14.0, 14.0], [-14.0, 0.0], [-7.0, -7.0]]"

"[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[7.0, -7.0], [7.0, 2.0], [7.0, 7.0], [7.0, 16.0], [-7.0, 16.0], [-21.0, 7.0], [-21.0, -7.0], [-7.0, -7.0]]"

"[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[7.0, -7.0], [21.0, -7.0], [21.0, 7.0], [21.0, 21.0], [7.0, 21.0], [-7.0, 21.0], [-7.0, 7.0], [-7.0, -7.0]]"

"[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[3.0, -7.0], [7.0, -7.0], [17.0, -7.0], [17.0, 2.0], [17.0, 7.0], [17.0, 16.0], [3.0, 16.0], [-7.0, 12.0], [-7.0, 7.0], [-7.0, -2.0], [-7.0, -7.0]]"

"[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[0.0, 0.0], [5.0, 0.0], [5.0, 9.0], [0.0, 9.0]]","[[-2.0, -7.0], [7.0, -7.0], [12.0, -7.0], [12.0, 2.0], [12.0, 7.0], [12.0, 16.0], [7.0, 16.0], [-2.0, 16.0], [-7.0, 16.0], [-7.0, 7.0], [-7.0, 2.0], [-7.0, -7.0]]"

"[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0]]","[[7.0, -7.0], [21.0, 7.0], [21.0, 21.0], [7.0, 21.0], [-7.0, 21.0], [-7.0, 7.0], [-7.0, -7.0]]"

"[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[0.0, 0.0], [10.0, 0.0], [10.0, 10.0], [0.0, 14.0]]","[[7.0, -7.0], [7.0, 7.0], [7.0, 21.0], [-3.0, 21.0], [-7.0, 21.0], [-17.0, 21.0], [-17.0, 11.0], [-17.0, 7.0], [-17.0, -3.0], [-7.0, -7.0]]"

"[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[0.0, 8.0], [4.0, 0.0], [8.0, 8.0]]","[[-1.0, -7.0], [7.0, -7.0], [7.0, 7.0], [3.0, 15.0], [-11.0, 15.0], [-15.0, 7.0], [-15.0, -7.0], [-7.0, -7.0]]"

"[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[0.0, 0.0], [14.0, 0.0], [7.0, 12.0]]","[[7.0, -7.0], [14.0, 5.0], [14.0, 19.0], [0.0, 19.0], [-14.0, 19.0], [-14.0, 5.0], [-7.0, -7.0]]"

"[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[0.0, 0.0], [10.0, 0.0], [10.0, 10.0], [0.0, 10.0]]","[[5.476190476190476, -5.404761904761904], [15.476190476190476, -1.4047619047619042], [15.476190476190476, 3.595238095238096], [15.476190476190476, 8.595238095238095], [15.476190476190476, 13.595238095238095], [5.476190476190476, 13.595238095238095], [-4.523809523809524, 13.595238095238095], [-4.523809523809524, 4.595238095238096], [-4.523809523809524, 3.595238095238096], [-4.523809523809524, -5.404761904761904]]"

"[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[0.0, 0.0], [14.0, 0.0], [14.0, 9.0], [0.0, 9.0]]","[[9.476190476190476, -5.404761904761904], [19.476190476190474, -1.4047619047619042], [19.476190476190474, 3.595238095238096], [19.476190476190474, 7.595238095238096], [19.476190476190474, 12.595238095238095], [9.476190476190476, 12.595238095238095], [5.476190476190476, 12.595238095238095], [-4.523809523809524, 12.595238095238095], [-4.523809523809524, 3.595238095238096], [-4.523809523809524, -5.404761904761904]]"

"[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[0.0, 0.0], [14.0, 0.0], [7.0, 7.0]]","[[5.476190476190476, -1.4047619047619042], [12.476190476190476, 5.595238095238096], [12.476190476190476, 10.595238095238095], [2.4761904761904763, 10.595238095238095], [-1.5238095238095237, 10.595238095238095], [-11.523809523809524, 10.595238095238095], [-11.523809523809524, 1.5952380952380958], [-4.523809523809524, -5.404761904761904]]"

"[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[5.476190476190476, -1.4047619047619042], [5.476190476190476, 3.595238095238096], [5.476190476190476, 7.595238095238096], [5.476190476190476, 12.595238095238095], [-4.523809523809524, 12.595238095238095], [-18.523809523809526, 3.595238095238096], [-18.523809523809526, -5.404761904761904], [-4.523809523809524, -5.404761904761904]]"

"[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[9.476190476190476, -5.404761904761904], [19.476190476190474, -1.4047619047619042], [19.476190476190474, 3.595238095238096], [19.476190476190474, 12.595238095238095], [19.476190476190474, 17.595238095238095], [9.476190476190476, 17.595238095238095], [5.476190476190476, 17.595238095238095], [-4.523809523809524, 17.595238095238095], [-4.523809523809524, 8.595238095238095], [-4.523809523809524, 3.595238095238096], [-4.523809523809524, -5.404761904761904]]"

"[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[5.476190476190476, -5.404761904761904], [15.476190476190476, -1.4047619047619042], [15.476190476190476, 3.595238095238096], [15.476190476190476, 7.595238095238096], [15.476190476190476, 12.595238095238095], [5.476190476190476, 12.595238095238095], [-4.523809523809524, 8.595238095238095], [-4.523809523809524, 3.595238095238096], [-4.523809523809524, -0.4047619047619042], [-4.523809523809524, -5.404761904761904]]"

"[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[0.0, 0.0], [5.0, 0.0], [5.0, 9.0], [0.0, 9.0]]","[[0.4761904761904763, -5.404761904761904], [10.476190476190476, -1.4047619047619042], [10.476190476190476, 3.595238095238096], [10.476190476190476, 7.595238095238096], [10.476190476190476, 12.595238095238095], [5.476190476190476, 12.595238095238095], [0.4761904761904763, 12.595238095238095], [-4.523809523809524, 12.595238095238095], [-4.523809523809524, 3.595238095238096], [-4.523809523809524, -5.404761904761904]]"

"[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0]]","[[5.476190476190476, -1.4047619047619042], [19.476190476190474, 12.595238095238095], [19.476190476190474, 17.595238095238095], [9.476190476190476, 17.595238095238095], [5.476190476190476, 17.595238095238095], [-4.523809523809524, 17.595238095238095], [-4.523809523809524, 8.595238095238095], [-4.523809523809524, 3.595238095238096], [-4.523809523809524, -5.404761904761904]]"

"[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[0.0, 0.0], [10.0, 0.0], [10.0, 10.0], [0.0, 14.0]]","[[5.476190476190476, -1.4047619047619042], [5.476190476190476, 3.595238095238096], [5.476190476190476, 12.595238095238095], [5.476190476190476, 17.595238095238095], [-4.523809523809524, 17.595238095238095], [-14.523809523809524, 17.595238095238095], [-14.523809523809524, 8.595238095238095], [-14.523809523809524, 7.595238095238096], [-14.523809523809524, -1.4047619047619042], [-4.523809523809524, -5.404761904761904]]"

"[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[0.0, 8.0], [4.0, 0.0], [8.0, 8.0]]","[[5.476190476190476, -1.4047619047619042], [5.476190476190476, 3.595238095238096], [1.4761904761904763, 11.595238095238095], [-8.523809523809524, 11.595238095238095], [-12.523809523809524, 3.595238095238096], [-12.523809523809524, -5.404761904761904], [-4.523809523809524, -5.404761904761904]]"

"[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[0.0, 0.0], [14.0, 0.0], [7.0, 12.0]]","[[5.476190476190476, -1.4047619047619042], [12.476190476190476, 10.595238095238095], [12.476190476190476, 15.595238095238095], [2.4761904761904763, 15.595238095238095], [-1.5238095238095237, 15.595238095238095], [-11.523809523809524, 15.595238095238095], [-11.523809523809524, 6.595238095238096], [-4.523809523809524, -5.404761904761904]]"

"[[0.0, 0.0], [5.0, 0.0], [5.0, 9.0], [0.0, 9.0]]","[[0.0, 0.0], [10.0, 0.0], [10.0, 10.0], [0.0, 10.0]]","[[2.5, -4.5], [7.5, -4.5], [12.5, -4.5], [12.5, 4.5], [12.5, 5.5], [12.5, 14.5], [7.5, 14.5], [2.5, 14.5], [-2.5, 14.5], [-2.5, 5.5], [-2.5, 4.5], [-2.5, -4.5]]"

"[[0.0, 0.0], [5.0, 0.0], [5.0, 9.0], [0.0, 9.0]]","[[0.0, 0.0], [14.0, 0.0], [14.0, 9.0], [0.0, 9.0]]","[[2.5, -4.5], [11.5, -4.5], [16.5, -4.5], [16.5, 4.5], [16.5, 13.5], [11.5, 13.5], [2.5, 13.5], [-2.5, 13.5], [-2.5, 4.5], [-2.5, -4.5]]"

"[[0.0, 0.0], [5.0, 0.0], [5.0, 9.0], [0.0, 9.0]]","[[0.0, 0.0], [14.0, 0.0], [7.0, 7.0]]","[[2.5, -4.5], [9.5, 2.5], [9.5, 11.5], [4.5, 11.5], [-4.5, 11.5], [-9.5, 11.5], [-9.5, 2.5], [-2.5, -4.5]]"

"[[0.0, 0.0], [5.0, 0.0], [5.0, 9.0], [0.0, 9.0]]","[[0.0, 9.0], [0.0, 0.0], [14.0, 9.0]]","[[2.5, -4.5], [2.5, 4.5], [2.5, 13.5], [-2.5, 13.5], [-16.5, 4.5], [-16.5, -4.5], [-11.5, -4.5], [-2.5, -4.5]]"

"[[0.0, 0.0], [5.0, 0.0], [5.0, 9.0], [0.0, 9.0]]","[[0.0, 0.0], [14.0, 0.0], [14.0, 14.0], [0.0, 14.0]]","[[2.5, -4.5], [11.5, -4.5], [16.5, -4.5], [16.5, 4.5], [16.5, 9.5], [16.5, 18.5], [11.5, 18.5], [2.5, 18.5], [-2.5, 18.5], [-2.5, 9.5], [-2.5, 4.5], [-2.5, -4.5]]"

"[[0.0, 0.0], [5.0, 0.0], [5.0, 9.0], [0.0, 9.0]]","[[0.0, 0.0], [10.0, 4.0], [10.0, 9.0], [0.0, 9.0]]","[[2.5, -4.5], [7.5, -4.5], [12.5, -4.5], [12.5, 4.5], [12.5, 13.5], [7.5, 13.5], [-2.5, 9.5], [-2.5, 4.5], [-2.5, 0.5], [-2.5, -4.5]]"

